"Angle (rad)";"Magnetic Field Strength (1X) (T)"
1.93E+1;2.683689E-3
1.94E+1;2.708044E-3
1.94E+1;2.725206E-3
1.95E+1;2.737749E-3
1.96E+1;2.745393E-3
1.97E+1;2.747169E-3
1.97E+1;2.738754E-3
1.98E+1;2.720923E-3
1.99E+1;2.699835E-3
2.00E+1;2.668301E-3
2.01E+1;2.624124E-3
2.01E+1;2.571211E-3
2.02E+1;2.509266E-3
2.03E+1;2.438964E-3
2.04E+1;2.359459E-3
2.05E+1;2.273757E-3
2.06E+1;2.187488E-3
2.07E+1;2.113291E-3
2.08E+1;2.055656E-3
2.08E+1;2.008813E-3
2.08E+1;1.967405E-3
2.09E+1;1.923741E-3
2.09E+1;1.876451E-3
2.10E+1;1.822705E-3
2.10E+1;1.765034E-3
2.11E+1;1.699930E-3
2.12E+1;1.641980E-3
2.12E+1;1.581840E-3
2.13E+1;1.522562E-3
2.13E+1;1.458701E-3
2.14E+1;1.391888E-3
2.15E+1;1.326250E-3
2.15E+1;1.257142E-3
2.16E+1;1.184369E-3
2.17E+1;1.111211E-3
2.18E+1;1.037023E-3
2.19E+1;9.668848E-4
2.20E+1;8.903455E-4
2.21E+1;8.312659E-4
2.21E+1;7.783557E-4
2.22E+1;7.351550E-4
2.23E+1;6.948889E-4
2.23E+1;6.566370E-4
2.24E+1;6.237488E-4
2.24E+1;5.935840E-4
2.25E+1;5.618494E-4
2.26E+1;5.334692E-4
2.26E+1;4.996790E-4
2.27E+1;4.697400E-4
2.27E+1;4.385730E-4
2.28E+1;4.097681E-4
2.29E+1;3.772864E-4
2.29E+1;3.460303E-4
2.30E+1;3.153772E-4
2.31E+1;2.896606E-4
2.32E+1;2.667139E-4
2.32E+1;2.444800E-4
2.33E+1;2.224426E-4
2.33E+1;2.000232E-4
2.34E+1;1.769348E-4
2.35E+1;1.519202E-4
2.36E+1;1.285950E-4
2.37E+1;1.046875E-4
2.38E+1;8.405884E-5
2.38E+1;6.510010E-5
2.39E+1;5.235718E-5
2.39E+1;4.139282E-5
2.40E+1;2.679932E-5
2.41E+1;1.220825E-5
2.41E+1;-1.451416E-6
2.42E+1;-1.535767E-5
2.43E+1;-2.899658E-5
2.43E+1;-3.696899E-5
2.44E+1;-5.438965E-5
2.45E+1;-6.500122E-5
2.46E+1;-7.962036E-5
2.47E+1;-9.294800E-5
2.47E+1;-1.036951E-4
2.48E+1;-1.153296E-4
2.49E+1;-1.242444E-4
2.50E+1;-1.325562E-4
2.50E+1;-1.431921E-4
2.51E+1;-1.481799E-4
2.51E+1;-1.555273E-4
2.52E+1;-1.616125E-4
2.53E+1;-1.682764E-4
2.53E+1;-1.722864E-4
2.54E+1;-1.808020E-4
2.54E+1;-1.838281E-4
2.55E+1;-1.891772E-4
2.55E+1;-1.934900E-4
2.56E+1;-1.954919E-4
2.56E+1;-2.011560E-4
2.56E+1;-2.052344E-4
2.57E+1;-2.066785E-4
2.57E+1;-2.086304E-4
2.57E+1;-2.123547E-4
2.58E+1;-2.156165E-4
2.58E+1;-2.170764E-4
2.58E+1;-2.177698E-4
2.58E+1;-2.161365E-4
2.58E+1;-2.183618E-4
2.58E+1;-2.205017E-4
2.58E+1;-2.175720E-4
2.58E+1;-2.164172E-4
2.58E+1;-2.174500E-4
2.58E+1;-2.178638E-4
2.58E+1;-2.182446E-4
2.58E+1;-2.143835E-4
2.58E+1;-2.137073E-4
2.57E+1;-2.078503E-4
2.56E+1;-1.998584E-4
2.55E+1;-1.870630E-4
2.54E+1;-1.753943E-4
2.52E+1;-1.584033E-4
2.51E+1;-1.386206E-4
2.49E+1;-1.152991E-4
2.47E+1;-8.883179E-5
2.45E+1;-6.218262E-5
2.44E+1;-3.714600E-5
2.42E+1;-1.147705E-5
2.41E+1;1.167725E-5
2.40E+1;3.130493E-5
2.39E+1;5.125732E-5
2.38E+1;7.850220E-5
2.37E+1;1.093091E-4
2.36E+1;1.394031E-4
2.35E+1;1.746704E-4
2.34E+1;2.086230E-4
2.32E+1;2.410657E-4
2.32E+1;2.693372E-4
2.31E+1;2.975989E-4
2.30E+1;3.194714E-4
2.30E+1;3.511548E-4
2.29E+1;3.807544E-4
2.28E+1;4.179333E-4
2.27E+1;4.628809E-4
2.26E+1;5.131030E-4
2.25E+1;5.706873E-4
2.24E+1;6.245752E-4
2.23E+1;6.745361E-4
2.23E+1;7.239502E-4
2.22E+1;7.747437E-4
2.21E+1;8.318408E-4
2.20E+1;8.966602E-4
2.19E+1;9.790576E-4
2.18E+1;1.072201E-3
2.17E+1;1.172944E-3
2.15E+1;1.278962E-3
2.14E+1;1.374078E-3
2.14E+1;1.455037E-3
2.13E+1;1.524978E-3
2.12E+1;1.600621E-3
2.11E+1;1.691943E-3
2.10E+1;1.802400E-3
2.09E+1;1.930385E-3
2.08E+1;2.059250E-3
2.06E+1;2.183115E-3
2.05E+1;2.291937E-3
2.04E+1;2.389065E-3
2.03E+1;2.472307E-3
2.02E+1;2.541652E-3
2.01E+1;2.600883E-3
2.00E+1;2.638954E-3
2.00E+1;2.667782E-3
1.99E+1;2.688132E-3
1.99E+1;2.701237E-3
1.99E+1;2.714077E-3
1.98E+1;2.727565E-3
1.97E+1;2.739700E-3
1.97E+1;2.745186E-3
1.96E+1;2.739623E-3
1.95E+1;2.731523E-3
1.95E+1;2.720414E-3
1.94E+1;2.711060E-3
1.94E+1;2.693768E-3
1.93E+1;2.673105E-3
1.92E+1;2.644884E-3
1.92E+1;2.615123E-3
1.91E+1;2.584059E-3
1.91E+1;2.551016E-3
1.90E+1;2.514386E-3
1.89E+1;2.474174E-3
1.89E+1;2.437263E-3
1.88E+1;2.400472E-3
1.88E+1;2.361075E-3
1.87E+1;2.313164E-3
1.86E+1;2.271064E-3
1.86E+1;2.229766E-3
1.85E+1;2.182997E-3
1.85E+1;2.138978E-3
1.84E+1;2.097120E-3
1.84E+1;2.065280E-3
1.83E+1;2.032880E-3
1.83E+1;1.995499E-3
1.82E+1;1.953733E-3
1.81E+1;1.912456E-3
1.81E+1;1.875502E-3
1.80E+1;1.842837E-3
1.79E+1;1.807565E-3
1.79E+1;1.776542E-3
1.78E+1;1.749767E-3
1.78E+1;1.731416E-3
1.77E+1;1.705785E-3
1.77E+1;1.684105E-3
1.76E+1;1.660957E-3
1.76E+1;1.639641E-3
1.75E+1;1.620082E-3
1.74E+1;1.604607E-3
1.74E+1;1.591331E-3
1.73E+1;1.580671E-3
1.72E+1;1.572866E-3
1.71E+1;1.567129E-3
1.70E+1;1.567036E-3
1.70E+1;1.571915E-3
1.69E+1;1.579131E-3
1.68E+1;1.586777E-3
1.68E+1;1.595834E-3
1.67E+1;1.609164E-3
1.67E+1;1.627408E-3
1.66E+1;1.645631E-3
1.66E+1;1.665347E-3
1.65E+1;1.683595E-3
1.65E+1;1.699222E-3
1.64E+1;1.721901E-3
1.64E+1;1.742479E-3
1.63E+1;1.769089E-3
1.62E+1;1.807415E-3
1.62E+1;1.853073E-3
1.61E+1;1.910010E-3
1.60E+1;1.964918E-3
1.59E+1;2.014277E-3
1.58E+1;2.056671E-3
1.58E+1;2.095789E-3
1.57E+1;2.132904E-3
1.57E+1;2.168145E-3
1.56E+1;2.206370E-3
1.56E+1;2.244266E-3
1.55E+1;2.283439E-3
1.55E+1;2.326396E-3
1.54E+1;2.368639E-3
1.54E+1;2.408324E-3
1.53E+1;2.453081E-3
1.52E+1;2.493940E-3
1.52E+1;2.534070E-3
1.51E+1;2.572108E-3
1.50E+1;2.607878E-3
1.50E+1;2.644447E-3
1.49E+1;2.671218E-3
1.48E+1;2.691985E-3
1.48E+1;2.707903E-3
1.47E+1;2.718916E-3
1.46E+1;2.728644E-3
1.46E+1;2.729720E-3
1.45E+1;2.727281E-3
1.44E+1;2.718248E-3
1.44E+1;2.701782E-3
1.43E+1;2.679039E-3
1.42E+1;2.641235E-3
1.41E+1;2.596001E-3
1.40E+1;2.554590E-3
1.40E+1;2.516895E-3
1.39E+1;2.476886E-3
1.38E+1;2.426605E-3
1.38E+1;2.369121E-3
1.37E+1;2.314615E-3
1.37E+1;2.257979E-3
1.36E+1;2.202505E-3
1.35E+1;2.146771E-3
1.35E+1;2.096969E-3
1.34E+1;2.038776E-3
1.34E+1;1.973567E-3
1.33E+1;1.901826E-3
1.32E+1;1.821621E-3
1.31E+1;1.724960E-3
1.30E+1;1.629908E-3
1.29E+1;1.541239E-3
1.29E+1;1.463431E-3
1.28E+1;1.394624E-3
1.27E+1;1.333174E-3
1.27E+1;1.275773E-3
1.26E+1;1.226315E-3
1.26E+1;1.184711E-3
1.25E+1;1.144637E-3
1.25E+1;1.100918E-3
1.24E+1;1.053364E-3
1.23E+1;9.854431E-4
1.22E+1;9.116162E-4
1.21E+1;8.467639E-4
1.20E+1;7.862756E-4
1.20E+1;7.279004E-4
1.19E+1;6.751978E-4
1.18E+1;6.333472E-4
1.17E+1;5.913245E-4
1.16E+1;5.475159E-4
1.16E+1;5.084680E-4
1.15E+1;4.696143E-4
1.14E+1;4.376831E-4
1.14E+1;4.064807E-4
1.13E+1;3.727039E-4
1.12E+1;3.370398E-4
1.11E+1;3.177063E-4
1.11E+1;3.148035E-4
1.11E+1;3.155371E-4
1.11E+1;3.143652E-4
1.11E+1;3.152539E-4
1.11E+1;3.165564E-4
1.11E+1;3.149829E-4
1.11E+1;3.141174E-4
1.11E+1;3.150671E-4
1.11E+1;3.137695E-4
1.11E+1;3.143396E-4
1.11E+1;3.143579E-4
1.11E+1;3.138647E-4
1.11E+1;3.135071E-4
1.11E+1;3.121680E-4
1.11E+1;3.125330E-4
1.11E+1;3.114441E-4
1.11E+1;3.114587E-4
1.11E+1;3.115833E-4
1.11E+1;3.125964E-4
1.11E+1;3.126074E-4
1.11E+1;3.135522E-4
1.11E+1;3.135193E-4
1.11E+1;3.139063E-4
1.11E+1;3.128528E-4
1.11E+1;3.159644E-4
1.11E+1;
