"Angle (rad)";"Magnetic Field Strength (1X) (T)"
1.41E+1;3.471409E-3
1.41E+1;3.462977E-3
1.42E+1;3.457856E-3
1.42E+1;3.447305E-3
1.43E+1;3.437637E-3
1.43E+1;3.425769E-3
1.44E+1;3.407743E-3
1.44E+1;3.378893E-3
1.45E+1;3.349792E-3
1.45E+1;3.315068E-3
1.46E+1;3.271143E-3
1.47E+1;3.218643E-3
1.48E+1;3.157317E-3
1.48E+1;3.108524E-3
1.49E+1;3.060593E-3
1.50E+1;3.000146E-3
1.50E+1;2.942478E-3
1.51E+1;2.895510E-3
1.51E+1;2.852335E-3
1.52E+1;2.814298E-3
1.52E+1;2.778235E-3
1.53E+1;2.734655E-3
1.53E+1;2.685502E-3
1.54E+1;2.632867E-3
1.54E+1;2.582555E-3
1.55E+1;2.535287E-3
1.55E+1;2.485851E-3
1.56E+1;2.429497E-3
1.56E+1;2.382507E-3
1.57E+1;2.340107E-3
1.58E+1;2.286200E-3
1.58E+1;2.221796E-3
1.59E+1;2.158174E-3
1.60E+1;2.098464E-3
1.61E+1;2.048893E-3
1.61E+1;2.006945E-3
1.62E+1;1.965933E-3
1.62E+1;1.932567E-3
1.63E+1;1.897516E-3
1.63E+1;1.864205E-3
1.64E+1;1.833621E-3
1.64E+1;1.803861E-3
1.65E+1;1.773685E-3
1.65E+1;1.747638E-3
1.66E+1;1.726404E-3
1.66E+1;1.704786E-3
1.67E+1;1.679166E-3
1.67E+1;1.654662E-3
1.68E+1;1.630830E-3
1.68E+1;1.608531E-3
1.68E+1;1.586697E-3
1.69E+1;1.565883E-3
1.69E+1;1.543125E-3
1.70E+1;1.514459E-3
1.71E+1;1.483073E-3
1.72E+1;1.450120E-3
1.72E+1;1.422449E-3
1.73E+1;1.399342E-3
1.74E+1;1.384664E-3
1.74E+1;1.369399E-3
1.74E+1;1.355380E-3
1.75E+1;1.341387E-3
1.75E+1;1.328091E-3
1.76E+1;1.318961E-3
1.76E+1;1.307074E-3
1.77E+1;1.295520E-3
1.77E+1;1.285544E-3
1.77E+1;1.279282E-3
1.78E+1;1.268116E-3
1.78E+1;1.264232E-3
1.78E+1;1.253341E-3
1.79E+1;1.246378E-3
1.79E+1;1.238121E-3
1.79E+1;1.234244E-3
1.79E+1;1.234883E-3
1.79E+1;1.234954E-3
1.79E+1;1.233412E-3
1.79E+1;1.235566E-3
1.79E+1;1.236063E-3
1.79E+1;1.232833E-3
1.79E+1;1.234084E-3
1.79E+1;1.233821E-3
1.79E+1;1.235184E-3
1.79E+1;1.234962E-3
1.79E+1;1.241304E-3
1.78E+1;1.257531E-3
1.77E+1;1.282207E-3
1.76E+1;1.306953E-3
1.75E+1;1.332017E-3
1.75E+1;1.354785E-3
1.74E+1;1.374510E-3
1.74E+1;1.395249E-3
1.73E+1;1.416816E-3
1.72E+1;1.439796E-3
1.72E+1;1.464886E-3
1.71E+1;1.496581E-3
1.70E+1;1.530709E-3
1.69E+1;1.574565E-3
1.68E+1;1.610497E-3
1.67E+1;1.644149E-3
1.67E+1;1.662402E-3
1.67E+1;1.677693E-3
1.66E+1;1.702238E-3
1.66E+1;1.743135E-3
1.65E+1;1.787268E-3
1.64E+1;1.834673E-3
1.63E+1;1.878364E-3
1.63E+1;1.913256E-3
1.62E+1;1.935492E-3
1.62E+1;1.952440E-3
1.62E+1;1.973832E-3
1.61E+1;1.994517E-3
1.61E+1;2.017145E-3
1.61E+1;2.036570E-3
1.61E+1;2.057823E-3
1.60E+1;2.082412E-3
1.60E+1;2.113633E-3
1.59E+1;2.151326E-3
1.59E+1;2.188933E-3
1.58E+1;2.231240E-3
1.58E+1;2.281852E-3
1.57E+1;2.328928E-3
1.57E+1;2.374902E-3
1.56E+1;2.419827E-3
1.56E+1;2.470175E-3
1.55E+1;2.521694E-3
1.54E+1;2.579476E-3
1.54E+1;2.628560E-3
1.53E+1;2.669866E-3
1.53E+1;2.708008E-3
1.52E+1;2.754669E-3
1.52E+1;2.816660E-3
1.51E+1;2.892739E-3
1.50E+1;2.958184E-3
1.50E+1;3.000879E-3
1.49E+1;3.034385E-3
1.49E+1;3.072739E-3
1.48E+1;3.113939E-3
1.48E+1;3.163455E-3
1.47E+1;3.217061E-3
1.46E+1;3.268828E-3
1.46E+1;3.308073E-3
1.45E+1;3.347106E-3
1.44E+1;3.380840E-3
1.44E+1;3.404940E-3
1.43E+1;3.418833E-3
1.43E+1;3.434351E-3
1.42E+1;3.446875E-3
1.42E+1;3.458468E-3
1.41E+1;3.464725E-3
1.41E+1;3.469437E-3
1.41E+1;3.471023E-3
1.40E+1;3.469879E-3
1.40E+1;3.468591E-3
1.40E+1;3.464120E-3
1.39E+1;3.463420E-3
1.39E+1;3.455707E-3
1.39E+1;3.447795E-3
1.38E+1;3.441871E-3
1.38E+1;3.434775E-3
1.38E+1;3.427528E-3
1.38E+1;3.417354E-3
1.37E+1;3.405919E-3
1.37E+1;3.390547E-3
1.37E+1;3.367001E-3
1.36E+1;3.344944E-3
1.36E+1;3.314115E-3
1.35E+1;3.282524E-3
1.35E+1;3.239010E-3
1.34E+1;3.186583E-3
1.33E+1;3.131359E-3
1.33E+1;3.080018E-3
1.32E+1;3.034934E-3
1.32E+1;2.994275E-3
1.32E+1;2.959937E-3
1.31E+1;2.927065E-3
1.31E+1;2.885448E-3
1.30E+1;2.842784E-3
1.30E+1;2.797969E-3
1.30E+1;2.758738E-3
1.29E+1;2.720859E-3
1.29E+1;2.676093E-3
1.29E+1;2.613998E-3
1.28E+1;2.539962E-3
1.27E+1;2.483892E-3
1.27E+1;2.442152E-3
1.27E+1;2.406351E-3
1.26E+1;2.365305E-3
1.26E+1;2.325498E-3
1.26E+1;2.283701E-3
1.25E+1;2.242965E-3
1.25E+1;2.196720E-3
1.25E+1;2.154165E-3
1.24E+1;2.117539E-3
1.24E+1;2.073735E-3
1.24E+1;2.034281E-3
1.23E+1;2.001820E-3
1.23E+1;1.970762E-3
1.23E+1;1.941917E-3
1.23E+1;1.901562E-3
1.22E+1;1.858301E-3
1.22E+1;1.813927E-3
1.22E+1;1.775435E-3
1.21E+1;1.735492E-3
1.21E+1;1.689714E-3
1.21E+1;1.651404E-3
1.20E+1;1.616858E-3
1.20E+1;1.577419E-3
1.20E+1;1.531388E-3
1.19E+1;1.486862E-3
1.19E+1;1.441168E-3
1.18E+1;1.387478E-3
1.18E+1;1.338298E-3
1.17E+1;1.280485E-3
1.17E+1;1.224368E-3
1.16E+1;1.166091E-3
1.16E+1;1.106655E-3
1.15E+1;1.050448E-3
1.15E+1;1.007806E-3
1.15E+1;9.692810E-4
1.14E+1;9.265637E-4
1.14E+1;8.767859E-4
1.13E+1;8.251770E-4
1.13E+1;7.862805E-4
1.13E+1;7.582458E-4
1.13E+1;7.298853E-4
1.12E+1;6.997339E-4
1.12E+1;6.520068E-4
1.11E+1;5.957800E-4
1.11E+1;5.376550E-4
1.10E+1;4.826636E-4
1.10E+1;4.327661E-4
1.10E+1;3.942798E-4
1.09E+1;3.592505E-4
1.09E+1;3.301794E-4
1.09E+1;3.121228E-4
1.09E+1;2.885291E-4
1.08E+1;2.533936E-4
1.08E+1;2.100574E-4
1.08E+1;1.633386E-4
1.07E+1;1.201440E-4
1.07E+1;7.410645E-5
1.07E+1;2.342651E-5
1.06E+1;-2.335083E-5
1.06E+1;-6.213867E-5
1.05E+1;-1.052100E-4
1.05E+1;-1.650391E-4
1.04E+1;-2.315796E-4
1.04E+1;-2.995581E-4
1.03E+1;-3.557288E-4
1.03E+1;-3.979980E-4
1.03E+1;-4.340820E-4
1.02E+1;-4.741931E-4
1.02E+1;-5.093787E-4
1.02E+1;-5.541650E-4
1.01E+1;-5.933435E-4
1.01E+1;-6.313843E-4
1.01E+1;-6.704797E-4
1.00E+1;-7.140515E-4
1.00E+1;-7.586157E-4
9.98E0;-8.046375E-4
9.94E0;-8.538110E-4
9.89E0;-9.089954E-4
9.85E0;-9.644556E-4
9.81E0;-1.005856E-3
9.78E0;-1.033394E-3
9.76E0;-1.069839E-3
9.71E0;-1.114712E-3
9.68E0;-1.151249E-3
9.65E0;-1.181526E-3
9.63E0;-1.213616E-3
9.59E0;-1.253461E-3
9.55E0;-1.298669E-3
9.50E0;-1.352716E-3
9.45E0;-1.406505E-3
9.39E0;-1.455856E-3
9.34E0;-1.511615E-3
9.27E0;-1.569307E-3
9.20E0;-1.626246E-3
9.12E0;-1.679570E-3
9.04E0;-1.727682E-3
8.95E0;-1.777759E-3
8.85E0;-1.813903E-3
8.76E0;-1.833068E-3
8.67E0;-1.845302E-3
8.58E0;-1.844557E-3
8.50E0;-1.836674E-3
8.42E0;-1.819639E-3
8.35E0;-1.794319E-3
8.28E0;-1.771592E-3
8.22E0;-1.742590E-3
8.16E0;-1.710234E-3
8.10E0;-1.681207E-3
8.06E0;-1.656536E-3
8.02E0;-1.630144E-3
7.98E0;-1.600326E-3
7.93E0;-1.558826E-3
7.87E0;-1.518232E-3
7.82E0;-1.473577E-3
7.76E0;-1.422529E-3
7.70E0;-1.368510E-3
7.63E0;-1.306653E-3
7.56E0;-1.241351E-3
7.48E0;-1.177960E-3
7.41E0;-1.109888E-3
7.33E0;-1.036827E-3
7.26E0;-9.619751E-4
7.17E0;-8.793616E-4
7.06E0;-7.946936E-4
6.99E0;-7.472949E-4
6.99E0;-7.414478E-4
6.99E0;-7.413062E-4
6.99E0;-7.426062E-4
6.99E0;-7.444141E-4
6.99E0;-7.457251E-4
6.99E0;-7.439685E-4
6.99E0;
