"Angle (rad)";"Magnetic Field Strength (1X) (T)"
-0.736;2.024908E-3
-0.764;1.942217E-3
-0.843;1.840475E-3
-0.908;1.726627E-3
-0.906;1.617081E-3
-0.872;1.514524E-3
-0.869;1.423834E-3
-0.901;1.326323E-3
-0.919;1.224708E-3
-0.901;1.133208E-3
-0.859;1.049580E-3
-0.806;9.701782E-4
-0.738;9.006445E-4
-0.681;8.420386E-4
-0.662;7.888525E-4
-0.657;7.344800E-4
-0.639;6.839319E-4
-0.618;6.406702E-4
-0.618;5.948364E-4
-0.634;5.531580E-4
-0.641;5.068225E-4
-0.644;4.698328E-4
-0.657;4.265771E-4
-0.686;3.870288E-4
-0.704;3.445837E-4
-0.696;3.027148E-4
-0.683;2.688928E-4
-0.694;2.331946E-4
-0.725;1.983130E-4
-0.730;1.600403E-4
-0.696;1.305566E-4
-0.620;1.027527E-4
-0.516;7.787598E-5
-0.395;6.164185E-5
-0.259;4.820801E-5
-0.136;4.382080E-5
-0.050;4.635864E-5
-0.016;4.404297E-5
-0.013;4.447632E-5
-0.008;4.334961E-5
-0.003;4.311279E-5
0.000;4.618286E-5
