"Angle (rad)";"Magnetic Field Strength (1X) (T)"
1.23E+1;1.099615E-3
1.23E+1;1.120365E-3
1.22E+1;1.143499E-3
1.22E+1;1.163741E-3
1.21E+1;1.182322E-3
1.21E+1;1.205558E-3
1.20E+1;1.224786E-3
1.20E+1;1.245322E-3
1.19E+1;1.265576E-3
1.19E+1;1.285859E-3
1.18E+1;1.310217E-3
1.18E+1;1.336559E-3
1.17E+1;1.363669E-3
1.17E+1;1.389025E-3
1.16E+1;1.412937E-3
1.16E+1;1.435129E-3
1.15E+1;1.454866E-3
1.15E+1;1.474222E-3
1.14E+1;1.491252E-3
1.14E+1;1.510004E-3
1.13E+1;1.530402E-3
1.13E+1;1.552930E-3
1.12E+1;1.571376E-3
1.12E+1;1.585773E-3
1.11E+1;1.597786E-3
1.11E+1;1.609189E-3
1.11E+1;1.620579E-3
1.10E+1;1.633641E-3
1.10E+1;1.641423E-3
1.09E+1;1.648658E-3
1.09E+1;1.652235E-3
1.08E+1;1.654966E-3
1.08E+1;1.656885E-3
1.07E+1;1.652577E-3
1.07E+1;1.646263E-3
1.06E+1;1.641433E-3
1.06E+1;1.632931E-3
1.05E+1;1.621797E-3
1.05E+1;1.605782E-3
1.04E+1;1.587313E-3
1.04E+1;1.568076E-3
1.04E+1;1.545718E-3
1.03E+1;1.519684E-3
1.03E+1;1.484526E-3
1.02E+1;1.439973E-3
1.02E+1;1.393519E-3
1.01E+1;1.348856E-3
1.01E+1;1.307635E-3
1.00E+1;1.269468E-3
9.98E0;1.224443E-3
9.94E0;1.176868E-3
9.90E0;1.132565E-3
9.85E0;1.070009E-3
9.81E0;1.015570E-3
9.77E0;9.635620E-4
9.72E0;8.948035E-4
9.67E0;8.120984E-4
9.60E0;7.256384E-4
9.55E0;6.355542E-4
9.49E0;5.464343E-4
9.43E0;4.670740E-4
9.39E0;4.052283E-4
9.34E0;3.218787E-4
9.28E0;2.188611E-4
9.20E0;1.122375E-4
9.14E0;1.550293E-5
9.07E0;-7.796509E-5
9.00E0;-1.763879E-4
8.93E0;-2.730286E-4
8.86E0;-3.595154E-4
8.79E0;-4.331384E-4
8.73E0;-4.948999E-4
8.67E0;-5.516248E-4
8.62E0;-6.037305E-4
8.55E0;-6.519653E-4
8.49E0;-6.982605E-4
8.42E0;-7.433069E-4
8.35E0;-7.796460E-4
8.27E0;-8.057715E-4
8.20E0;-8.276624E-4
8.14E0;-8.419690E-4
8.08E0;-8.467285E-4
8.03E0;-8.523633E-4
7.98E0;-8.531348E-4
7.94E0;-8.515735E-4
7.88E0;-8.468372E-4
7.82E0;-8.376794E-4
7.76E0;-8.273022E-4
7.71E0;-8.165808E-4
7.67E0;-8.021301E-4
7.62E0;-7.868848E-4
7.56E0;-7.655676E-4
7.51E0;-7.498486E-4
7.47E0;-7.368665E-4
7.44E0;-7.231201E-4
7.41E0;-7.095874E-4
7.38E0;-6.960937E-4
7.35E0;-6.800989E-4
7.30E0;-6.596667E-4
7.24E0;-6.295825E-4
7.15E0;-5.910828E-4
7.07E0;-5.546887E-4
7.01E0;-5.262488E-4
6.95E0;-4.998206E-4
6.89E0;-4.737000E-4
6.83E0;-4.433508E-4
6.77E0;-4.164417E-4
6.71E0;-3.917871E-4
6.66E0;-3.694263E-4
6.62E0;-3.482312E-4
6.57E0;-3.315710E-4
6.53E0;-3.136353E-4
6.49E0;-2.973718E-4
6.45E0;-2.801343E-4
6.41E0;-2.605481E-4
6.36E0;-2.414795E-4
6.32E0;-2.270837E-4
6.28E0;-2.106433E-4
6.24E0;-1.960950E-4
6.19E0;-1.799561E-4
6.15E0;-1.639978E-4
6.10E0;-1.480359E-4
6.05E0;-1.296265E-4
5.99E0;-1.111182E-4
5.95E0;-9.798218E-5
5.88E0;-7.489746E-5
5.81E0;-5.732788E-5
5.77E0;-4.720825E-5
5.75E0;-4.404053E-5
5.74E0;-4.142212E-5
5.74E0;-4.204346E-5
5.74E0;-4.015503E-5
5.74E0;-3.992676E-5
5.73E0;-4.178955E-5
5.73E0;-4.050293E-5
5.73E0;-4.325806E-5
5.73E0;-4.178955E-5
5.73E0;-3.985107E-5
5.73E0;-4.241455E-5
5.73E0;-3.923096E-5
5.73E0;-4.121460E-5
5.73E0;-4.109985E-5
5.73E0;-4.267334E-5
